,link,type
83,https://www.overstock.com/Home-Garden/Empress-Black-Leather-Tufted-Armchair/8704929/product.html?refccid=YXGQT5WU7OH3KY2KWKNOTIEXLU&searchidx=83,armchair
84,https://www.overstock.com/Home-Garden/Abbyson-Clinton-Mid-Century-Tufted-Armchair/17652313/product.html?refccid=YXGQT5WU7OH3KY2KWKNOTIEXLU&searchidx=84,armchair
85,https://www.overstock.com/Home-Garden/Havenside-Home-Howard-Brown-and-Black-Stripe-Arm-Chair/23122937/product.html?refccid=YXGQT5WU7OH3KY2KWKNOTIEXLU&searchidx=85,armchair
86,https://www.overstock.com/Home-Garden/Carson-Carrington-Aabenraa-Grey-Arm-Chair/17239928/product.html?refccid=YXGQT5WU7OH3KY2KWKNOTIEXLU&searchidx=86,armchair
87,https://www.overstock.com/Home-Garden/Mid-Century-Modern-Bucket-Style-Accent-Chair/20667088/product.html?refccid=YXGQT5WU7OH3KY2KWKNOTIEXLU&searchidx=87,armchair
88,https://www.overstock.com/Home-Garden/Costway-Modern-Tall-Wingback-Tufted-Accent-Armchair-Fabric-Vintage-Chair-Nailhead-Gray/20489048/product.html?refccid=YXGQT5WU7OH3KY2KWKNOTIEXLU&searchidx=88,armchair
89,https://www.overstock.com/Home-Garden/WYNDENHALL-Cassidy-Distressed-Brown-Bonded-Leather-Club-Chair/12328043/product.html?refccid=YXGQT5WU7OH3KY2KWKNOTIEXLU&searchidx=89,armchair
90,https://www.overstock.com/Home-Garden/Abbyson-Columbia-Tufted-Velvet-Armchair-Smoke-Blue/17627540/product.html?refccid=YXGQT5WU7OH3KY2KWKNOTIEXLU&searchidx=90,armchair
91,https://www.overstock.com/Home-Garden/Madison-Park-Evelyn-Cream-Morocco-Accent-Chair/16836481/product.html?refccid=YXGQT5WU7OH3KY2KWKNOTIEXLU&searchidx=91,armchair
92,https://www.overstock.com/Home-Garden/Premise-Wood-Armchair/17486700/product.html?refccid=YXGQT5WU7OH3KY2KWKNOTIEXLU&searchidx=92,armchair
